,zip_code,zip Latitude,zip Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
65,90230,33.9949,-118.3991,Scarlet Lady Saloon,33.994606127844335,-118.39582982174419,Sports Bar
66,90230,33.9949,-118.3991,El Pollo Loco,33.992737,-118.395605,Fast Food Restaurant
67,90230,33.9949,-118.3991,VONS,33.997053,-118.395375,Grocery Store
68,90230,33.9949,-118.3991,Redbox,33.993227000000005,-118.39586200000001,Video Store
69,90230,33.9949,-118.3991,7-Eleven,33.993232,-118.3955539,Convenience Store
70,90230,33.9949,-118.3991,Petco,33.99610504702118,-118.39599394529561,Pet Store
71,90230,33.9949,-118.3991,Jack in the Box,33.99491624392271,-118.39507699012756,Fast Food Restaurant
72,90230,33.9949,-118.3991,Panda Express,33.99675163543288,-118.3941847826424,Chinese Restaurant
73,90232,34.0168,-118.3973,Queen Bee Salon & Spa,34.01807609607305,-118.39865562023772,Salon / Barbershop
74,90232,34.0168,-118.3973,Jackson Market,34.01727840219107,-118.39708478571495,Deli / Bodega
75,90232,34.0168,-118.3973,Super Domestic Coffee,34.01977927239755,-118.39779600179317,Coffee Shop
76,90232,34.0168,-118.3973,Sony Pictures Studios,34.01678035561388,-118.40125172520115,General Entertainment
77,90232,34.0168,-118.3973,Sony Pictures Athletic Club,34.0177374927138,-118.4000859320715,Gym
78,90232,34.0168,-118.3973,Backstage Bar & Grill,34.01633574707007,-118.40025450124342,Karaoke Bar
79,90232,34.0168,-118.3973,"The Conservatory for Coffee, Tea & Cocoa",34.020678145097506,-118.39941228037544,Coffee Shop
80,90232,34.0168,-118.3973,Equinox Culver City,34.02063266196515,-118.39834373012413,Gym
81,90232,34.0168,-118.3973,Victor Jr's,34.02066929925236,-118.3993484038393,Italian Restaurant
82,90232,34.0168,-118.3973,Sony Pictures Thalberg Building,34.0194073475218,-118.3986929127416,Building
83,90232,34.0168,-118.3973,Dr Paul Carlson Memorial Park,34.01383869969357,-118.39818793506163,Park
84,90232,34.0168,-118.3973,Rainbow,34.019674670648996,-118.39924914245933,Art Gallery
85,90232,34.0168,-118.3973,Sony Pictures Commissary,34.01780359108263,-118.40028892423183,Cafeteria
86,90232,34.0168,-118.3973,Shell,34.01681864665824,-118.39980481995481,Gas Station
87,90232,34.0168,-118.3973,Cary Grant Theatre - Sony,34.01904809193319,-118.4002563902246,Movie Theater
88,90232,34.0168,-118.3973,Orchid Fever Inc,34.017396000000005,-118.3992,Flower Shop
89,90232,34.0168,-118.3973,Culver Liquor Market,34.014514,-118.401568,Liquor Store
90,90201,33.9653,-118.1515,El Picante,33.96677222568127,-118.15288783095802,Mexican Restaurant
91,90201,33.9653,-118.1515,Pioneer Chicken,33.96594173856417,-118.15206699023055,Fried Chicken Joint
92,90201,33.9653,-118.1515,El Coraloense,33.96245603327612,-118.14790222785804,Seafood Restaurant
93,90201,33.9653,-118.1515,Jack in the Box,33.96483181659624,-118.15132856369019,Fast Food Restaurant
94,90201,33.9653,-118.1515,Winchell's Donut House,33.96593515751854,-118.15167538361096,Donut Shop
95,90201,33.9653,-118.1515,Perry Burger,33.96404350070291,-118.15018954925122,Burger Joint
96,90201,33.9653,-118.1515,bell gardens skate park,33.96614074707031,-118.14642333984375,Park
97,90201,33.9653,-118.1515,Tapatio Market,33.967302578031685,-118.15632450232603,Grocery Store
98,90270,33.989000000000004,-118.1877,King Taco Restaurant,33.98831933202189,-118.18563241809731,Mexican Restaurant
99,90270,33.989000000000004,-118.1877,Redwood Room,33.987211906431675,-118.18425269377458,Dive Bar
100,90270,33.989000000000004,-118.1877,Shakeys Pizza Parlor,33.987244,-118.186339,Pizza Place
101,90270,33.989000000000004,-118.1877,Taco Boy,33.987263554744246,-118.184820332411,Mexican Restaurant
102,90270,33.989000000000004,-118.1877,Starbucks,33.988393,-118.18498899999999,Coffee Shop
103,90270,33.989000000000004,-118.1877,Redbox,33.98737,-118.187809,Video Store
104,90270,33.989000000000004,-118.1877,U.S. Bank ATM,33.98787041376591,-118.18614966844689,ATM
105,90270,33.989000000000004,-118.1877,SUBWAY,33.98799621440026,-118.18604051473358,Sandwich Place
106,90270,33.989000000000004,-118.1877,Little Caesars Pizza,33.987716,-118.18514281666667,Pizza Place
107,90270,33.989000000000004,-118.1877,Rite Aid,33.986476,-118.187453,Pharmacy
108,90270,33.989000000000004,-118.1877,7-Eleven,33.9878295,-118.1852658,Convenience Store
109,90270,33.989000000000004,-118.1877,Las Islas Marias,33.986126866666666,-118.18673578333333,Mexican Restaurant
110,90270,33.989000000000004,-118.1877,Food 4 Less,33.986863742246314,-118.18746328353876,Grocery Store
111,90270,33.989000000000004,-118.1877,Las Trancas,33.99174774991592,-118.18461137069501,Mexican Restaurant
112,90270,33.989000000000004,-118.1877,Shell,33.9893690060181,-118.18547536681288,Gas Station
113,90270,33.989000000000004,-118.1877,McDonald's,33.986859,-118.185949,Fast Food Restaurant
114,90270,33.989000000000004,-118.1877,Maywood Village Square,33.987918010874914,-118.18620108136489,Shopping Mall
115,90270,33.989000000000004,-118.1877,Yoshinoya,33.987597858470735,-118.1869316553697,Donburi Restaurant
116,90270,33.989000000000004,-118.1877,Denny's,33.9868563,-118.1853708,Breakfast Spot
117,90270,33.989000000000004,-118.1877,El Indio Azteca,33.98772769807422,-118.19011413080139,Taco Place
118,90270,33.989000000000004,-118.1877,China Wok,33.990418,-118.185343,Chinese Restaurant
119,90270,33.989000000000004,-118.1877,El Toro Market & Liquor,33.990833,-118.185405,Convenience Store
120,90270,33.989000000000004,-118.1877,Fiesta Del Mar,33.987395,-118.190453,Seafood Restaurant
121,90270,33.989000000000004,-118.1877,Tacos Los Desvelados,33.9914229,-118.1842234,Latin American Restaurant
122,90270,33.989000000000004,-118.1877,Jiffy Market & Liquor,33.98790015365672,-118.19221628721564,Convenience Store
123,90270,33.989000000000004,-118.1877,Dollar Max,33.98781284324552,-118.19219915017443,Thrift / Vintage Store
124,90270,33.989000000000004,-118.1877,Lucero Bakery Maywood,33.98820356963689,-118.1924961919813,Bakery
125,90210,34.0901,-118.4065,P.B.S.,34.088916,-118.40612800000001,Speakeasy
126,90210,34.0901,-118.4065,Custom Kilt,34.088350491123755,-118.40404093265533,Clothing Store
127,90210,34.0901,-118.4065,Evleen's Art Studio,34.08588032879665,-118.40785503387451,Art Gallery
128,90211,34.0652,-118.383,Summer Fish & Rice Sushi,34.064838335471705,-118.38375380014911,Sushi Restaurant
129,90211,34.0652,-118.383,Vendome,34.063147899163134,-118.38317871093749,Liquor Store
130,90211,34.0652,-118.383,Massage Envy - Beverly Hills,34.063606,-118.383348,Spa
131,90211,34.0652,-118.383,Bombay Palace,34.06637953918138,-118.38118919646553,Indian Restaurant
132,90211,34.0652,-118.383,Kiyokawa,34.0630973286882,-118.38367226989848,Sushi Restaurant
133,90211,34.0652,-118.383,Tagine Beverly Hills,34.06774672730416,-118.38359179499548,Moroccan Restaurant
134,90211,34.0652,-118.383,Nirvana,34.06665545208806,-118.38127940322705,Indian Restaurant
135,90211,34.0652,-118.383,Greendoor Powered By Intelligentsia,34.062238978890065,-118.38368924415234,Coffee Shop
136,90211,34.0652,-118.383,Japanese Knife Imports,34.065816,-118.379732,Miscellaneous Shop
137,90211,34.0652,-118.383,Juice Crafters,34.062414382214286,-118.38362319178998,Juice Bar
138,90211,34.0652,-118.383,The Cottage Hair Salon,34.064551,-118.38383,Cosmetics Shop
139,90211,34.0652,-118.383,Anny's,34.06303330353401,-118.38366320531865,Café
140,90211,34.0652,-118.383,Academy of Motion Picture Arts and Sciences,34.06725250150343,-118.38734840591576,Movie Theater
141,90211,34.0652,-118.383,Contempo Nails,34.061239148298796,-118.38379483357366,Cosmetics Shop
142,90211,34.0652,-118.383,Louis Vuitton,34.06277776795892,-118.38416909714435,Boutique
143,90211,34.0652,-118.383,Beverly Hills Playhouse,34.063367874713045,-118.38320297984353,Theater
144,90211,34.0652,-118.383,Afghani Kabob House,34.065330655018165,-118.3780885619927,Afghan Restaurant
145,90211,34.0652,-118.383,Samuel Goldwyn Theater,34.06732844799585,-118.38736279078104,Movie Theater
146,90211,34.0652,-118.383,Wilshire Screening Room,34.06625076504017,-118.380836835442,Indie Movie Theater
147,90211,34.0652,-118.383,Bru's Wiffle and More,34.06607721552578,-118.37928325588427,Breakfast Spot
148,90211,34.0652,-118.383,Natures Nails,34.061646779550145,-118.38365052410012,Cosmetics Shop
149,90211,34.0652,-118.383,Robert Burns Wines & Liquor,34.06868134331038,-118.3858978814818,Wine Shop
150,90211,34.0652,-118.383,Il Buco Ristorante,34.0673971662486,-118.38380474902283,Italian Restaurant
151,90211,34.0652,-118.383,Lazy Daisy Beverly Hills,34.06579981184261,-118.38382109999657,American Restaurant
152,90211,34.0652,-118.383,Champs Elysee Cafe,34.06286444857412,-118.38356939315143,Café
153,90211,34.0652,-118.383,Thai Boom,34.062666814063654,-118.38358531008284,Thai Restaurant
154,90211,34.0652,-118.383,Marchello's,34.06446685771548,-118.38351096593037,Pizza Place
155,90211,34.0652,-118.383,Cafe Alexander,34.06638638879754,-118.38099194990686,Café
156,90211,34.0652,-118.383,Toppings Yogurt,34.0608325174615,-118.38372953669816,Dessert Shop
157,90211,34.0652,-118.383,Laemmle's Ahrya Fine Arts Theatre,34.065597623614366,-118.37798027406005,Movie Theater
158,90211,34.0652,-118.383,Philippe,34.065690310273624,-118.37883174072402,Chinese Restaurant
159,90212,34.0619,-118.3995,Urth Caffé,34.06262037220222,-118.39920632161245,Café
160,90212,34.0619,-118.3995,XIV Karats Ltd.,34.06152026758989,-118.39888677900007,Jewelry Store
161,90212,34.0619,-118.3995,Cafe Istanbul,34.06122015085238,-118.3990373438276,Mediterranean Restaurant
162,90212,34.0619,-118.3995,Mulberry Street Pizzeria,34.06345088381398,-118.39864093128323,Pizza Place
163,90212,34.0619,-118.3995,Ruth's Chris Steak House,34.064029,-118.398768,Steakhouse
164,90212,34.0619,-118.3995,Burger Lounge Beverly Hills,34.06232617193053,-118.39917991011552,Burger Joint
165,90212,34.0619,-118.3995,Maude,34.0646186119223,-118.39904140305424,Restaurant
166,90212,34.0619,-118.3995,BHLDN,34.064519812062755,-118.39931230541411,Women's Store
167,90212,34.0619,-118.3995,Tarte Tatin Bakery & Cafe,34.06493832814465,-118.39900575834929,Bakery
168,90212,34.0619,-118.3995,Piccolo Paradiso,34.06530111959517,-118.39909147329152,Italian Restaurant
169,90212,34.0619,-118.3995,BeverLiz,34.061847190595756,-118.39914924126171,Breakfast Spot
170,90212,34.0619,-118.3995,Blue Bottle Coffee,34.065880750829436,-118.39896667731183,Coffee Shop
171,90212,34.0619,-118.3995,Avalon Hotel Beverly Hills,34.05908,-118.39734,Hotel
172,90212,34.0619,-118.3995,Chaumont Café and Bakery,34.06607105663916,-118.39914157134474,Bakery
173,90212,34.0619,-118.3995,Peet's Coffee & Tea,34.06292,-118.398908,Coffee Shop
174,90212,34.0619,-118.3995,Honor Bar,34.06616951068807,-118.39910028335724,Cocktail Bar
175,90212,34.0619,-118.3995,South Beverly Grill,34.06606266540233,-118.39907348525387,American Restaurant
176,90212,34.0619,-118.3995,Starbucks,34.0648217,-118.3988824,Coffee Shop
177,90212,34.0619,-118.3995,Aharon Coffee & Roasting Co.,34.065014534588045,-118.39952286312963,Coffee Shop
178,90212,34.0619,-118.3995,California Pizza Kitchen,34.064726,-118.399307,Pizza Place
179,90212,34.0619,-118.3995,Anarbagh Beverly Hills,34.0657263561657,-118.39893322082085,Indian Restaurant
180,90212,34.0619,-118.3995,Viviane,34.05908606410011,-118.3971672350102,Restaurant
181,90212,34.0619,-118.3995,Piel Skin Care,34.058191,-118.39784399999999,Cosmetics Shop
182,90212,34.0619,-118.3995,insanity craziness,34.05901459940427,-118.39548744978235,Gym
183,90212,34.0619,-118.3995,Juliana's Greenery,34.05748117074544,-118.39993788953755,Smoke Shop
184,90220,33.8748,-118.2402,Drifter Industries,33.87369564657978,-118.23987351897681,Clothing Store
185,90220,33.8748,-118.2402,Ralphs Cafeteria,33.872489608627916,-118.24110132916535,Food Court
186,90221,33.8796,-118.2168,Wingstop,33.87884421605271,-118.21815353300718,Wings Joint
187,90221,33.8796,-118.2168,Target,33.87976139448892,-118.21902037086845,Big Box Store
188,90221,33.8796,-118.2168,Starbucks,33.87685123177572,-118.21786271851481,Coffee Shop
189,90221,33.8796,-118.2168,The Home Depot,33.8799858,-118.2220178,Hardware Store
190,90221,33.8796,-118.2168,Starbucks,33.87949873798041,-118.21488710230327,Coffee Shop
191,90221,33.8796,-118.2168,Best Buy,33.877029,-118.21989,Electronics Store
192,90221,33.8796,-118.2168,Del Taco,33.87886221895532,-118.2180962887976,Fast Food Restaurant
193,90221,33.8796,-118.2168,Wells Fargo,33.88022954572896,-118.2183489203453,Bank
194,90221,33.8796,-118.2168,Pizza Studio,33.876672653568754,-118.21783215988512,Pizza Place
195,90221,33.8796,-118.2168,Ulta Beauty,33.8762254,-118.2188974,Cosmetics Shop
196,90221,33.8796,-118.2168,PetSmart,33.87631454623079,-118.21912470552246,Pet Store
197,90221,33.8796,-118.2168,El Pollo Loco,33.877187,-118.21795,Fast Food Restaurant
198,90221,33.8796,-118.2168,Starbucks,33.880055,-118.21953300000001,Coffee Shop
199,90221,33.8796,-118.2168,Marshalls,33.876514,-118.219438,Department Store
200,90221,33.8796,-118.2168,Jamba Juice,33.878212,-118.22066,Juice Bar
201,90221,33.8796,-118.2168,Panda Express,33.87892901021537,-118.2183002715466,Chinese Restaurant
202,90221,33.8796,-118.2168,Ross Dress for Less,33.877474434225995,-118.22012893174535,Clothing Store
203,90221,33.8796,-118.2168,Five Below,33.8759589708564,-118.21876299775994,Miscellaneous Shop
204,90221,33.8796,-118.2168,Carter's,33.877626,-118.22059,Kids Store
205,90221,33.8796,-118.2168,GameStop,33.87806092130984,-118.22059999647544,Video Game Store
206,90221,33.8796,-118.2168,AT&T,33.87977441907694,-118.2184277505695,Mobile Phone Shop
207,90221,33.8796,-118.2168,24 Hour Fitness,33.87774427317322,-118.22118687731108,Gym / Fitness Center
208,90221,33.8796,-118.2168,GNC,33.87824,-118.22085,Supplement Shop
209,90221,33.8796,-118.2168,Dollar Tree,33.87597050548311,-118.21850980706444,Discount Store
210,90221,33.8796,-118.2168,Party City,33.877868132284,-118.22037054784514,Miscellaneous Shop
211,90221,33.8796,-118.2168,Chipotle Mexican Grill,33.87653521836164,-118.2178387895666,Mexican Restaurant
212,90221,33.8796,-118.2168,SUBWAY,33.878154763582465,-118.22075416319467,Sandwich Place
213,90221,33.8796,-118.2168,ampm,33.875575,-118.215197,Convenience Store
214,90221,33.8796,-118.2168,Ono Hawaiian BBQ,33.87883639262813,-118.21821744973299,Hawaiian Restaurant
215,90221,33.8796,-118.2168,Stop Light Greenleaf And Santafe,33.88128001960699,-118.21555770952169,Intersection
216,90221,33.8796,-118.2168,McDonald's,33.87757963340136,-118.21798279881477,Fast Food Restaurant
217,90221,33.8796,-118.2168,ALDI,33.8799038,-118.2205808,Grocery Store
218,90221,33.8796,-118.2168,Urban Legend Stadium,33.87887787804221,-118.22059392929076,Shoe Store
219,90221,33.8796,-118.2168,Daniel's Jewelers,33.878015,-118.220508,Jewelry Store
220,90221,33.8796,-118.2168,Subway - Towne Center,33.87816616642636,-118.22060050724039,Sandwich Place
221,90221,33.8796,-118.2168,The Price Tag,33.877309999999994,-118.22018600000001,Women's Store
222,90222,33.9099,-118.2357,Annas Fish Market,33.907524,-118.23960500000001,Fish & Chips Shop
223,90222,33.9099,-118.2357,Ellis Aquatics,33.913163,-118.23931599999999,Pet Store
224,90240,33.9581,-118.1174,Planet Fitness,33.95433376786037,-118.11444230101453,Gym / Fitness Center
225,90240,33.9581,-118.1174,Chris' & Pitt's Restaurant,33.95484673016657,-118.11385638109755,BBQ Joint
226,90241,33.9416,-118.1306,Lock & Key Social Drinkery,33.94130612342524,-118.132384121418,Restaurant
227,90241,33.9416,-118.1306,Porto's Bakery & Cafe,33.94062733426193,-118.13341277492745,Cuban Restaurant
228,90241,33.9416,-118.1306,3rd Street Coffee,33.94237102239087,-118.1328845788155,Coffee Shop
229,90241,33.9416,-118.1306,Peking China,33.94121354243343,-118.132560400103,Chinese Restaurant
230,90241,33.9416,-118.1306,Hall Of Fame Market &Deli,33.94278645579329,-118.13093918663019,Food & Drink Shop
231,90241,33.9416,-118.1306,LA Buns,33.94137929801769,-118.13306322516497,Burger Joint
232,90241,33.9416,-118.1306,Starfish Sushi,33.9402048527751,-118.13377719934792,Sushi Restaurant
233,90241,33.9416,-118.1306,Bastards,33.941202021605896,-118.13254362446031,American Restaurant
234,90241,33.9416,-118.1306,Mosaik Hookah Lounge,33.9414564680354,-118.13237560256755,Hookah Bar
235,90241,33.9416,-118.1306,Ichiban Sushi,33.94174774991706,-118.13297238600937,Sushi Restaurant
236,90241,33.9416,-118.1306,The 20/20 Draft House,33.940377000000005,-118.134234,Bar
237,90241,33.9416,-118.1306,SanSai Japanese Grill,33.93824964365834,-118.13104780545974,Japanese Restaurant
238,90241,33.9416,-118.1306,Wells Fargo,33.9396386,-118.1314343,Bank
239,90241,33.9416,-118.1306,Mimi's Cafe,33.93837124660872,-118.12973485148568,Breakfast Spot
240,90241,33.9416,-118.1306,Grocery Outlet,33.93961,-118.13245,Grocery Store
241,90241,33.9416,-118.1306,Studio Movie Grill,33.9422895,-118.1332063,Movie Theater
242,90241,33.9416,-118.1306,La Chiva Loca Tortas Ahogadas,33.941322,-118.13493,Mexican Restaurant
243,90241,33.9416,-118.1306,Peking Restaurant,33.94118434118084,-118.13247693105167,Chinese Restaurant
244,90241,33.9416,-118.1306,Stinkin Crawfish Cajun Seafood,33.94030749365784,-118.13372526211309,Seafood Restaurant
245,90241,33.9416,-118.1306,Firestone Grill,33.939589482643605,-118.13050385556652,Food
246,90241,33.9416,-118.1306,Stay Gallery,33.940240252009886,-118.13293933868408,Art Gallery
247,90241,33.9416,-118.1306,Burger City Grill,33.94001877434132,-118.13347994156783,Burger Joint
248,90241,33.9416,-118.1306,CVS pharmacy,33.938525581323894,-118.13136045827733,Pharmacy
249,90241,33.9416,-118.1306,Noodle World jr,33.940191999999996,-118.133951,Asian Restaurant
250,90241,33.9416,-118.1306,Chipotle Mexican Grill,33.9378076569092,-118.12955238646725,Mexican Restaurant
251,90241,33.9416,-118.1306,U.S. Bank ATM,33.94175260079271,-118.13148911394036,ATM
252,90241,33.9416,-118.1306,Waba Grill,33.940148571849534,-118.13341266028375,Asian Restaurant
253,90241,33.9416,-118.1306,SUBWAY,33.94012888739096,-118.13362078711987,Sandwich Place
254,90241,33.9416,-118.1306,Mambo Grill & Sports Bar,33.941514243364956,-118.13204848399612,Mexican Restaurant
255,90241,33.9416,-118.1306,Joseph's Bar & Grill,33.94116298595447,-118.1320895564308,Bar
256,90241,33.9416,-118.1306,Round Table Pizza,33.94007289066476,-118.13396472174819,Pizza Place
257,90241,33.9416,-118.1306,the hummus factory,33.93986882854924,-118.13377359928111,Mediterranean Restaurant
258,90241,33.9416,-118.1306,AT&T,33.93817733550154,-118.1312107711438,Mobile Phone Shop
259,90241,33.9416,-118.1306,Downey Farmers Market,33.94137060434016,-118.13223769164362,Farmers Market
260,90241,33.9416,-118.1306,Noodle World,33.94038481419653,-118.13392453228126,Asian Restaurant
261,90241,33.9416,-118.1306,Club db Lounge,33.94066027530719,-118.13475768911141,Nightclub
262,90241,33.9416,-118.1306,Denny's,33.93887169562503,-118.13200968641468,Breakfast Spot
263,90241,33.9416,-118.1306,Panda Express,33.937738061373736,-118.12938446146684,Chinese Restaurant
264,90241,33.9416,-118.1306,Super Stack,33.94193610893485,-118.13287323728498,Burger Joint
265,90241,33.9416,-118.1306,Kelley's Tavern,33.94107090859049,-118.1352843859443,Bar
266,90241,33.9416,-118.1306,Downey Public Parking,33.94216319951906,-118.1339023840838,Parking
267,90241,33.9416,-118.1306,Skyline Security,33.94516519931001,-118.1297912883606,Business Service
268,90242,33.9218,-118.1395,Brookshire Park,33.92159747822124,-118.142346032905,Park
269,90242,33.9218,-118.1395,Donas,33.91826013566271,-118.14135709219079,Donut Shop
270,90242,33.9218,-118.1395,Studio Inn And Suites,33.9206512,-118.1347476,Hotel
271,90242,33.9218,-118.1395,La Perla Del Mar,33.917545,-118.13924252986908,Mexican Restaurant
272,90242,33.9218,-118.1395,Happy House,33.917665,-118.140728,Chinese Restaurant
273,90245,33.9243,-118.4119,Recreation Park,33.9209650515377,-118.41238815850632,Park
274,90245,33.9243,-118.4119,El Segundo Library Park,33.92461335696744,-118.41643810272217,Park
275,90245,33.9243,-118.4119,Britt's BBQ,33.92126109052454,-118.41574685092621,BBQ Joint
276,90245,33.9243,-118.4119,Big Mike's Philly Steaks & Sub,33.922460759132534,-118.41611626273514,Sandwich Place
277,90245,33.9243,-118.4119,Fantastic Cafe,33.92132880390449,-118.41581854316298,Diner
278,90245,33.9243,-118.4119,El Segundo Farmers Market,33.921302078761855,-118.41593659980745,Farmers Market
279,90245,33.9243,-118.4119,kreation organic juicery,33.9223195,-118.4163185,Juice Bar
280,90245,33.9243,-118.4119,The El Segundo Playhouse,33.9248361631331,-118.4149382517522,Theater
281,90245,33.9243,-118.4119,kreation El Segundo,33.922680569575974,-118.41594230463632,Juice Bar
282,90245,33.9243,-118.4119,Canton Low,33.92188338211914,-118.41612156518592,Chinese Restaurant
283,90245,33.9243,-118.4119,El Segundo Athletic Club,33.92241944969867,-118.4161009278334,Gym
